usage_id,customer_id,date,data_used_gb,calls_minutes,sms_sent,roaming,network_type
USG00445,CUS0386,2023-07-20,3.87,13,23,0,4G
USG00446,CUS0492,2023-01-15,1.31,39,54,0,4G
USG00447,CUS0329,2023-05-13,19.26,526,41,0,5G
USG00448,CUS0073,2023-12-02,62.04,5090,29,1,4G
USG00449,CUS0356,2023-07-20,17.32,438,51,0,4G
USG00450,CUS0374,2023-02-04,16.97,410,24,0,4G
USG00451,CUS0186,2023-02-08,18.05,549,50,0,4G
USG00452,CUS0370,2023-09-10,16.54,451,23,0,5G
USG00453,CUS0353,2023-05-21,3.58,143,39,0,3G
USG00454,CUS0092,2023-02-21,60.09,4902,6,0,3G
USG00455,CUS0210,2023-12-23,4.37,0,44,0,3G
USG00456,CUS0373,2023-02-18,7.26,130,10,0,3G
USG00457,CUS0176,2023-06-15,60.42,4946,26,0,4G
USG00458,CUS0199,2023-04-26,6.21,106,25,0,4G
USG00459,CUS0412,2023-06-29,1.18,14,26,0,4G
USG00460,CUS0320,2023-01-06,0.53,49,23,0,4G
USG00461,CUS0464,2023-02-15,5.43,113,11,0,5G
USG00462,CUS0160,2023-12-05,61.55,5040,43,0,4G
USG00463,CUS0074,2023-09-04,18.65,424,32,0,4G
USG00464,CUS0197,2023-05-11,4.14,281,19,0,5G
USG00465,CUS0299,2023-04-25,61.34,4906,6,1,4G
USG00466,CUS0008,2023-05-18,58.93,5041,40,0,4G
USG00467,CUS0480,2023-07-01,18.58,388,52,0,4G
USG00468,CUS0071,2023-07-09,58.15,5096,67,0,4G
USG00469,CUS0190,2023-07-07,61.65,5058,4,0,4G
USG00470,CUS0447,2023-05-08,23.16,513,49,0,4G
USG00471,CUS0147,2023-07-14,1.12,26,6,0,4G
USG00472,CUS0115,2023-11-29,1.32,60,35,0,4G
USG00473,CUS0391,2023-07-16,62.79,5028,34,0,4G
USG00474,CUS0329,2023-08-30,18.08,620,18,0,4G
USG00475,CUS0026,2023-02-20,4.18,57,12,0,4G
USG00476,CUS0121,2023-05-25,2.62,50,90,1,3G
USG00477,CUS0250,2023-03-01,6.96,31,8,0,5G
USG00478,CUS0365,2023-09-09,0.32,134,52,0,4G
USG00479,CUS0249,2023-09-03,6.65,65,13,0,4G
USG00480,CUS0219,2023-08-14,0.63,57,38,1,4G
USG00481,CUS0035,2023-05-17,3.38,18,32,0,3G
USG00482,CUS0123,2023-06-23,3.86,40,23,0,4G
USG00483,CUS0261,2023-04-24,7.23,181,31,0,4G
USG00484,CUS0289,2023-11-09,0.46,4,31,0,3G
USG00485,CUS0057,2023-01-31,4.91,230,47,0,5G
USG00486,CUS0029,2023-05-03,8.19,271,61,0,5G
USG00487,CUS0443,2023-06-11,4.65,82,26,0,4G
USG00488,CUS0245,2023-05-16,6.41,19,17,0,3G
USG00489,CUS0402,2023-03-09,58.27,5012,38,1,3G
USG00490,CUS0324,2023-06-12,20.07,486,4,0,4G
USG00491,CUS0340,2023-07-04,1.25,88,30,1,3G
USG00492,CUS0247,2023-05-12,5.74,183,58,0,4G
USG00493,CUS0322,2023-12-01,5.88,65,18,0,4G
USG00494,CUS0330,2023-08-29,0.28,77,45,0,4G
USG00495,CUS0276,2023-11-28,58.47,5030,33,0,3G
USG00496,CUS0341,2023-11-06,5.38,247,18,0,4G
USG00497,CUS0075,2023-07-18,0.46,77,46,0,4G
USG00498,CUS0380,2023-01-22,6.0,91,43,0,4G
USG00499,CUS0337,2023-11-30,19.21,624,25,0,4G
USG00500,CUS0009,2023-11-03,60.43,4965,0,0,4G
USG00501,CUS0231,2023-04-22,0.75,81,9,0,4G
USG00502,CUS0225,2023-03-13,0.75,40,56,0,4G
USG00503,CUS0384,2023-06-10,0.67,64,12,0,4G
USG00504,CUS0206,2023-01-13,1.95,22,16,0,4G
USG00505,CUS0185,2023-09-05,18.16,531,11,0,3G
USG00506,CUS0192,2023-09-19,1.45,34,8,0,3G
USG00507,CUS0345,2023-04-19,1.3,56,35,0,4G
USG00508,CUS0099,2023-08-29,8.37,74,28,0,3G
USG00509,CUS0139,2023-04-26,3.45,37,19,0,4G
USG00510,CUS0017,2023-07-28,1.22,40,27,0,3G
USG00511,CUS0343,2023-12-29,19.26,408,51,1,4G
USG00512,CUS0395,2023-03-24,17.19,538,15,0,4G
USG00513,CUS0080,2023-11-08,3.4,115,10,0,5G
USG00514,CUS0233,2023-09-01,0.15,68,51,0,3G
USG00515,CUS0071,2023-05-14,60.41,4967,20,0,4G
USG00516,CUS0141,2023-08-02,19.18,568,23,0,4G
USG00517,CUS0268,2023-03-11,5.75,104,34,0,4G
USG00518,CUS0086,2023-04-30,61.91,4825,35,0,4G
USG00519,CUS0300,2023-08-20,0.5,109,36,0,4G
USG00520,CUS0455,2023-10-19,17.82,522,2,0,4G
USG00521,CUS0490,2023-05-18,22.27,506,23,0,3G
USG00522,CUS0049,2023-01-27,4.85,99,46,0,4G
USG00523,CUS0496,2023-01-09,8.33,25,63,0,4G
USG00524,CUS0148,2023-03-31,5.31,167,48,0,3G
USG00525,CUS0038,2023-09-29,0.82,49,45,0,4G
USG00526,CUS0414,2023-12-06,0.52,59,2,0,5G
USG00527,CUS0299,2023-03-01,57.62,4930,37,0,3G
USG00528,CUS0337,2023-09-29,25.49,515,27,0,4G
USG00529,CUS0461,2023-09-25,1.67,118,44,0,4G
USG00530,CUS0224,2023-02-08,1.69,91,29,0,4G
USG00531,CUS0293,2023-07-15,61.64,4879,1,0,4G
USG00532,CUS0330,2023-05-02,1.79,78,37,0,5G
USG00533,CUS0132,2023-12-13,1.28,38,37,0,4G
USG00534,CUS0320,2023-12-16,2.33,86,21,0,4G
USG00535,CUS0410,2023-01-05,0.56,205,52,0,4G
USG00536,CUS0348,2023-12-30,1.82,53,15,0,4G
USG00537,CUS0239,2023-06-16,6.45,135,48,0,4G
USG00538,CUS0221,2023-02-15,58.17,4857,18,0,4G
USG00539,CUS0278,2023-07-29,7.39,297,50,0,4G
USG00540,CUS0461,2023-04-30,0.16,46,10,0,4G
USG00541,CUS0195,2023-12-06,1.43,6,2,0,4G
USG00542,CUS0066,2023-04-24,6.89,161,26,0,4G
USG00543,CUS0058,2023-01-19,1.29,151,32,0,3G
USG00544,CUS0316,2023-08-04,59.24,5051,2,0,3G
USG00545,CUS0299,2023-08-21,61.51,4953,13,0,5G
USG00546,CUS0278,2023-07-02,6.22,250,15,0,3G
USG00547,CUS0162,2023-03-31,19.9,522,2,0,4G
USG00548,CUS0347,2023-12-13,7.83,100,0,0,3G
USG00549,CUS0190,2023-03-01,58.42,4955,41,0,4G
USG00550,CUS0428,2023-10-09,16.54,589,34,0,4G
USG00551,CUS0361,2023-10-31,58.56,4949,34,0,4G
USG00552,CUS0190,2023-06-04,55.94,4868,12,0,4G
USG00553,CUS0421,2023-02-03,7.26,160,30,0,5G
USG00554,CUS0024,2023-04-12,59.57,4868,23,0,5G
USG00555,CUS0274,2023-07-31,56.45,5049,29,0,4G
USG00556,CUS0015,2023-02-05,5.82,173,36,0,4G
USG00557,CUS0044,2023-12-23,60.46,5020,18,0,4G
USG00558,CUS0118,2023-03-31,2.07,50,58,0,4G
USG00559,CUS0010,2023-01-13,3.82,47,42,0,4G
USG00560,CUS0497,2023-04-12,5.12,173,17,0,4G
USG00561,CUS0038,2023-09-25,0.88,150,45,0,4G
USG00562,CUS0214,2023-09-03,63.0,4953,16,0,4G
USG00563,CUS0029,2023-02-12,5.92,183,25,0,4G
USG00564,CUS0047,2023-02-02,62.03,4966,57,0,4G
USG00565,CUS0068,2023-06-18,2.54,36,41,0,3G
USG00566,CUS0073,2023-04-07,59.55,5060,19,0,5G
USG00567,CUS0413,2023-01-27,1.22,62,25,0,3G
USG00568,CUS0198,2023-06-01,56.24,5007,27,0,4G
USG00569,CUS0160,2023-02-06,62.03,5013,4,0,4G
USG00570,CUS0034,2023-10-28,60.66,4954,25,0,3G
USG00571,CUS0412,2023-08-28,0.78,80,1,0,4G
USG00572,CUS0319,2023-02-17,1.64,103,72,0,3G
USG00573,CUS0290,2023-08-11,1.4,21,6,0,4G
USG00574,CUS0478,2023-10-26,16.71,473,42,0,3G
USG00575,CUS0124,2023-05-13,2.15,79,18,0,5G
USG00576,CUS0273,2023-06-19,0.45,103,29,0,4G
USG00577,CUS0118,2023-01-13,1.21,91,40,0,4G
USG00578,CUS0109,2023-11-24,18.52,577,25,0,3G
USG00579,CUS0315,2023-04-09,60.04,4991,31,0,4G
USG00580,CUS0160,2023-12-06,58.72,5011,43,0,4G
USG00581,CUS0081,2023-02-01,1.86,41,25,0,4G
USG00582,CUS0424,2023-12-27,0.21,31,15,0,4G
USG00583,CUS0204,2023-06-11,1.98,230,5,0,4G
USG00584,CUS0029,2023-11-08,5.72,70,23,0,4G
USG00585,CUS0026,2023-06-16,0.18,55,12,0,4G
USG00586,CUS0090,2023-11-19,15.35,516,56,0,3G
USG00587,CUS0016,2023-04-12,60.63,5004,8,0,5G
USG00588,CUS0368,2023-09-24,59.76,5024,16,0,3G
USG00589,CUS0271,2023-06-09,7.73,145,36,0,4G
USG00590,CUS0338,2023-02-05,0.73,28,33,0,3G
USG00591,CUS0248,2023-02-04,1.29,48,8,0,5G
USG00592,CUS0114,2023-08-19,58.44,4995,8,0,3G
USG00593,CUS0481,2023-12-31,62.0,5015,29,0,4G
USG00594,CUS0274,2023-08-17,58.48,5045,23,0,4G
USG00595,CUS0317,2023-01-27,21.7,520,0,0,3G
USG00596,CUS0045,2023-11-23,61.35,4964,18,0,4G
USG00597,CUS0020,2023-10-13,59.41,4988,33,0,3G
USG00598,CUS0351,2023-11-14,61.42,5023,14,1,4G
USG00599,CUS0437,2023-12-05,15.19,448,36,0,3G
USG00600,CUS0267,2023-02-13,19.62,604,1,0,4G
USG00601,CUS0367,2023-01-27,0.64,12,20,1,4G
USG00602,CUS0272,2023-02-24,6.16,131,23,0,4G
USG00603,CUS0084,2023-09-30,0.39,80,49,0,3G
USG00604,CUS0087,2023-05-03,21.15,464,7,0,3G
USG00605,CUS0363,2023-06-23,0.04,23,49,0,4G
USG00606,CUS0235,2023-10-10,4.24,150,1,0,4G
USG00607,CUS0483,2023-07-17,59.18,5007,59,0,4G
USG00608,CUS0310,2023-05-28,16.5,518,12,0,3G
USG00609,CUS0367,2023-04-14,1.93,22,18,0,4G
USG00610,CUS0384,2023-04-10,1.34,64,3,0,3G
USG00611,CUS0055,2023-09-20,60.94,4928,65,0,4G
USG00612,CUS0015,2023-05-11,6.5,155,25,0,4G
USG00613,CUS0500,2023-11-12,1.61,56,14,0,4G
USG00614,CUS0374,2023-06-24,19.37,512,43,0,3G
USG00615,CUS0029,2023-01-01,5.75,186,13,0,5G
USG00616,CUS0177,2023-01-06,67.0,4953,19,0,4G
USG00617,CUS0311,2023-01-21,7.8,220,12,0,4G
USG00618,CUS0117,2023-06-12,56.55,4911,8,0,4G
USG00619,CUS0487,2023-07-07,58.3,4985,49,0,5G
USG00620,CUS0181,2023-07-21,62.03,4958,39,0,4G
USG00621,CUS0483,2023-04-27,61.63,5079,25,1,3G
USG00622,CUS0388,2023-11-22,58.38,5040,58,0,5G
USG00623,CUS0387,2023-05-06,0.58,142,63,0,4G
USG00624,CUS0456,2023-03-29,59.34,4901,16,0,4G
USG00625,CUS0130,2023-09-16,17.16,527,4,0,3G
USG00626,CUS0224,2023-06-07,5.33,166,14,0,5G
USG00627,CUS0366,2023-06-22,14.14,485,37,0,4G
USG00628,CUS0177,2023-03-30,62.56,5038,24,0,4G
USG00629,CUS0439,2023-12-13,1.93,176,45,0,4G
USG00630,CUS0407,2023-10-08,1.04,72,32,0,4G
USG00631,CUS0241,2023-08-25,59.37,4925,35,0,4G
USG00632,CUS0374,2023-06-24,15.02,579,10,0,4G
USG00633,CUS0052,2023-03-02,1.44,18,36,0,4G
USG00634,CUS0463,2023-01-14,17.43,527,12,0,4G
USG00635,CUS0315,2023-02-04,56.59,4978,21,0,4G
USG00636,CUS0102,2023-08-25,56.84,4953,4,0,4G
USG00637,CUS0411,2023-09-02,60.08,4972,28,0,4G
USG00638,CUS0327,2023-11-20,23.06,505,35,0,5G
USG00639,CUS0241,2023-06-13,61.11,4986,16,0,4G
USG00640,CUS0379,2023-06-30,2.21,87,29,0,4G
USG00641,CUS0308,2023-10-28,0.13,5,17,0,5G
USG00642,CUS0036,2023-09-05,2.93,6,45,0,4G
USG00643,CUS0451,2023-12-07,0.64,0,43,0,4G
USG00644,CUS0186,2023-10-05,16.37,485,6,0,4G
USG00645,CUS0336,2023-10-19,4.07,188,40,1,5G
USG00646,CUS0292,2023-08-10,57.56,4923,79,1,4G
USG00647,CUS0220,2023-02-17,16.56,443,38,0,4G
USG00648,CUS0421,2023-09-21,4.29,123,46,0,4G
USG00649,CUS0052,2023-04-24,2.44,13,55,0,5G
USG00650,CUS0411,2023-01-30,59.55,4980,28,0,3G
USG00651,CUS0081,2023-07-14,1.03,86,34,0,4G
USG00652,CUS0477,2023-08-02,58.29,5005,17,0,4G
USG00653,CUS0169,2023-09-21,16.68,486,48,0,4G
USG00654,CUS0252,2023-10-07,18.39,571,59,0,4G
USG00655,CUS0343,2023-03-15,17.77,458,12,0,3G
USG00656,CUS0426,2023-10-15,6.4,197,60,0,4G
USG00657,CUS0094,2023-01-09,15.23,550,49,0,5G
USG00658,CUS0451,2023-02-27,5.32,36,27,0,4G
USG00659,CUS0028,2023-01-29,56.81,4948,6,0,4G
USG00660,CUS0462,2023-09-15,3.83,91,2,0,4G
USG00661,CUS0262,2023-08-25,59.67,5018,43,0,5G
USG00662,CUS0110,2023-03-15,17.67,559,49,0,3G
USG00663,CUS0412,2023-01-16,1.37,39,3,0,5G
USG00664,CUS0353,2023-05-13,3.91,156,26,0,4G
USG00665,CUS0216,2023-04-21,3.39,148,37,0,3G
USG00666,CUS0028,2023-02-17,59.49,4986,28,0,4G
USG00667,CUS0463,2023-03-26,19.02,452,40,0,4G
USG00668,CUS0276,2023-05-11,59.39,5059,56,0,4G
USG00669,CUS0119,2023-11-05,21.35,487,1,0,4G
USG00670,CUS0500,2023-10-27,1.69,38,0,0,4G
USG00671,CUS0384,2023-08-25,2.81,5,9,0,4G
USG00672,CUS0140,2023-08-06,1.87,143,24,0,4G
USG00673,CUS0251,2023-01-01,2.32,37,32,0,4G
USG00674,CUS0445,2023-02-05,4.5,81,8,0,5G
USG00675,CUS0347,2023-08-01,9.1,50,4,0,3G
USG00676,CUS0088,2023-11-24,0.52,44,34,0,5G
USG00677,CUS0173,2023-07-29,1.92,3,44,0,4G
USG00678,CUS0102,2023-04-27,60.3,4909,61,0,3G
USG00679,CUS0183,2023-11-13,5.23,204,0,0,4G
USG00680,CUS0083,2023-11-22,0.66,23,15,0,4G
USG00681,CUS0073,2023-04-09,61.95,4899,32,0,4G
USG00682,CUS0259,2023-06-01,0.3,88,33,0,3G
USG00683,CUS0431,2023-08-14,58.82,5130,28,0,5G
USG00684,CUS0249,2023-08-31,8.12,68,26,0,3G
USG00685,CUS0266,2023-04-12,1.91,66,22,0,5G
USG00686,CUS0075,2023-09-14,0.08,127,17,0,4G
USG00687,CUS0181,2023-12-26,58.1,4982,46,0,4G
USG00688,CUS0207,2023-02-21,6.18,90,49,0,3G
USG00689,CUS0172,2023-06-30,19.2,542,41,0,3G
USG00690,CUS0331,2023-03-19,59.43,4978,36,0,5G
USG00691,CUS0281,2023-01-04,9.56,195,61,1,3G
USG00692,CUS0182,2023-09-18,0.83,74,37,0,3G
USG00693,CUS0488,2023-08-10,19.01,416,7,0,4G
USG00694,CUS0284,2023-12-01,13.73,475,76,0,4G
USG00695,CUS0487,2023-12-18,60.41,4926,36,0,4G
USG00696,CUS0348,2023-07-24,0.02,39,20,0,5G
USG00697,CUS0293,2023-12-13,57.4,4967,44,0,4G
USG00698,CUS0282,2023-10-10,18.6,573,8,0,4G
USG00699,CUS0147,2023-03-01,2.7,33,33,0,4G
USG00700,CUS0316,2023-06-15,62.51,4992,35,0,3G
USG00701,CUS0254,2023-05-21,61.3,5039,46,0,4G
USG00702,CUS0180,2023-10-09,62.62,5032,21,0,4G
USG00703,CUS0328,2023-09-02,6.74,59,38,0,4G
USG00704,CUS0199,2023-11-09,4.57,20,15,0,4G
USG00705,CUS0009,2023-07-09,60.2,5033,31,0,4G
USG00706,CUS0186,2023-11-18,19.66,561,50,0,4G
USG00707,CUS0457,2023-06-20,1.88,67,26,0,3G
USG00708,CUS0083,2023-12-20,0.13,147,5,0,4G
USG00709,CUS0099,2023-04-18,5.93,165,11,1,4G
USG00710,CUS0076,2023-06-09,3.37,41,35,0,4G
USG00711,CUS0224,2023-05-16,0.02,59,34,0,4G
USG00712,CUS0485,2023-03-15,0.89,92,40,0,4G
USG00713,CUS0396,2023-03-18,14.72,568,46,0,4G
USG00714,CUS0021,2023-09-12,3.42,91,16,0,3G
USG00715,CUS0217,2023-02-17,1.75,10,88,0,4G
USG00716,CUS0306,2023-03-06,0.21,33,24,0,4G
USG00717,CUS0044,2023-01-29,62.97,4967,18,0,4G
USG00718,CUS0012,2023-06-17,21.02,522,20,0,4G
USG00719,CUS0058,2023-08-26,2.12,22,7,0,4G
USG00720,CUS0102,2023-11-08,61.99,4971,41,0,4G
USG00721,CUS0185,2023-03-03,18.11,552,33,0,3G
USG00722,CUS0167,2023-07-20,3.41,73,21,0,3G
USG00723,CUS0120,2023-09-05,7.85,159,59,0,4G
USG00724,CUS0085,2023-04-03,59.46,4878,24,0,4G
USG00725,CUS0321,2023-12-02,19.11,482,21,1,5G
USG00726,CUS0319,2023-12-15,3.63,23,51,0,3G
USG00727,CUS0281,2023-10-22,6.38,65,12,1,3G
USG00728,CUS0452,2023-01-12,1.25,80,14,0,4G
USG00729,CUS0339,2023-07-22,3.25,91,20,0,4G
USG00730,CUS0441,2023-01-25,0.11,27,68,0,5G
USG00731,CUS0265,2023-03-14,60.64,4952,30,0,3G
USG00732,CUS0081,2023-12-20,5.03,101,28,0,5G
USG00733,CUS0411,2023-12-26,57.36,4899,23,0,4G
USG00734,CUS0433,2023-07-05,0.46,65,3,0,4G
USG00735,CUS0292,2023-07-14,59.99,4868,3,0,3G
USG00736,CUS0171,2023-09-03,5.97,185,37,0,5G
USG00737,CUS0083,2023-06-11,3.87,156,48,0,4G
USG00738,CUS0138,2023-04-19,1.34,190,64,0,5G
USG00739,CUS0421,2023-01-03,7.96,103,38,0,4G
USG00740,CUS0163,2023-11-25,3.51,12,18,0,4G
USG00741,CUS0411,2023-11-09,59.24,5063,31,0,5G
USG00742,CUS0440,2023-10-07,21.32,502,32,0,4G
USG00743,CUS0440,2023-02-12,17.49,534,30,0,4G
USG00744,CUS0077,2023-08-08,8.5,249,38,0,5G
USG00745,CUS0213,2023-05-31,1.54,66,58,0,3G
USG00746,CUS0361,2023-01-03,61.41,5020,49,0,4G
USG00747,CUS0053,2023-07-12,62.75,4846,61,0,4G
USG00748,CUS0311,2023-08-11,7.66,182,20,0,4G
USG00749,CUS0042,2023-08-18,2.37,99,1,0,4G
USG00750,CUS0019,2023-09-10,2.22,37,60,0,4G
USG00751,CUS0110,2023-02-03,19.47,493,32,0,4G
USG00752,CUS0401,2023-07-09,2.0,42,42,0,5G
USG00753,CUS0483,2023-09-14,58.69,4928,19,0,3G
USG00754,CUS0394,2023-10-20,57.26,4956,38,0,4G
USG00755,CUS0234,2023-11-26,2.55,40,45,0,3G
USG00756,CUS0350,2023-12-24,0.86,62,6,0,4G
USG00757,CUS0024,2023-03-16,58.03,4984,63,0,4G
USG00758,CUS0028,2023-11-05,61.01,4902,40,0,5G
USG00759,CUS0378,2023-03-09,61.97,5044,6,0,3G
USG00760,CUS0440,2023-05-08,17.99,631,12,0,5G
USG00761,CUS0018,2023-08-16,2.59,18,5,0,4G
USG00762,CUS0042,2023-01-18,1.06,125,54,0,5G
USG00763,CUS0241,2023-02-11,58.36,4974,13,0,4G
USG00764,CUS0431,2023-11-08,55.97,5039,62,0,4G
USG00765,CUS0331,2023-03-03,63.12,4975,57,0,5G
USG00766,CUS0134,2023-06-22,4.11,43,31,0,4G
USG00767,CUS0243,2023-04-25,17.39,518,67,0,4G
USG00768,CUS0114,2023-03-24,58.28,4931,48,0,5G
USG00769,CUS0155,2023-02-02,18.26,390,11,0,5G
USG00770,CUS0320,2023-08-16,0.29,27,37,0,3G
USG00771,CUS0468,2023-08-29,8.13,144,34,0,4G
USG00772,CUS0382,2023-07-16,58.66,5065,58,0,3G
USG00773,CUS0247,2023-09-29,5.62,110,72,0,4G
USG00774,CUS0083,2023-09-24,3.81,11,2,0,5G
USG00775,CUS0163,2023-07-27,0.17,106,20,0,4G
USG00776,CUS0461,2023-08-29,1.47,35,44,0,4G
USG00777,CUS0289,2023-07-08,3.55,40,25,0,3G
USG00778,CUS0391,2023-10-29,59.76,4967,7,0,4G
USG00779,CUS0454,2023-02-18,19.81,514,46,0,4G
USG00780,CUS0497,2023-03-13,9.2,133,42,0,4G
USG00781,CUS0496,2023-06-19,5.36,149,38,0,5G
USG00782,CUS0092,2023-06-10,59.85,4914,61,0,4G
USG00783,CUS0105,2023-08-23,6.48,86,12,0,4G
USG00784,CUS0234,2023-11-19,0.73,74,51,0,4G
USG00785,CUS0247,2023-11-21,8.41,132,44,0,4G
USG00786,CUS0185,2023-04-07,15.09,514,50,0,4G
USG00787,CUS0151,2023-12-30,16.96,495,33,0,5G
USG00788,CUS0033,2023-08-04,1.05,124,10,1,5G
USG00789,CUS0037,2023-04-16,8.86,80,18,0,4G
USG00790,CUS0386,2023-05-02,0.78,30,21,0,4G
USG00791,CUS0475,2023-02-21,7.15,156,75,0,5G
USG00792,CUS0366,2023-12-08,18.95,490,39,1,4G
USG00793,CUS0500,2023-08-07,3.18,53,9,0,4G
USG00794,CUS0161,2023-10-19,58.57,5015,48,0,5G
USG00795,CUS0213,2023-06-29,1.74,30,43,0,5G
USG00796,CUS0273,2023-04-03,0.21,50,60,1,4G
USG00797,CUS0092,2023-04-25,62.41,5086,24,0,4G
USG00798,CUS0137,2023-10-27,2.39,4,50,0,5G
USG00799,CUS0490,2023-06-15,17.33,426,21,0,3G
USG00800,CUS0208,2023-12-24,60.68,4872,3,1,5G
USG00801,CUS0426,2023-12-24,8.15,160,30,0,4G
USG00802,CUS0425,2023-05-19,14.95,600,52,0,3G
USG00803,CUS0187,2023-12-05,19.58,438,43,1,4G
USG00804,CUS0028,2023-08-07,62.46,4984,26,0,3G
USG00805,CUS0083,2023-07-10,1.02,101,26,0,5G
USG00806,CUS0069,2023-07-03,59.53,4917,1,0,4G
USG00807,CUS0131,2023-10-06,8.04,249,48,0,4G
USG00808,CUS0078,2023-03-18,9.0,122,30,0,4G
USG00809,CUS0082,2023-06-08,2.71,54,65,0,5G
USG00810,CUS0050,2023-10-14,1.89,0,24,0,3G
USG00811,CUS0279,2023-01-08,0.66,85,8,0,4G
USG00812,CUS0217,2023-03-13,3.03,89,37,0,4G
USG00813,CUS0124,2023-07-02,4.75,205,35,0,4G
USG00814,CUS0428,2023-09-02,19.63,528,42,0,3G
USG00815,CUS0172,2023-09-01,17.16,462,43,0,4G
USG00816,CUS0500,2023-12-10,0.94,121,47,0,4G
USG00817,CUS0232,2023-09-15,5.29,177,33,0,4G
USG00818,CUS0310,2023-04-03,17.92,573,32,0,4G
USG00819,CUS0043,2023-06-19,2.46,50,43,0,4G
USG00820,CUS0333,2023-02-10,2.08,12,64,0,4G
USG00821,CUS0038,2023-09-20,4.37,12,6,0,3G
USG00822,CUS0126,2023-12-18,61.0,4981,38,0,4G
USG00823,CUS0222,2023-06-16,15.52,573,63,0,4G
USG00824,CUS0362,2023-09-20,2.08,10,18,0,4G
USG00825,CUS0301,2023-01-24,19.67,388,36,0,4G
USG00826,CUS0420,2023-11-17,0.35,11,46,0,4G
USG00827,CUS0260,2023-01-21,1.89,15,16,0,4G
USG00828,CUS0267,2023-04-08,19.63,485,15,0,4G
USG00829,CUS0118,2023-12-09,1.77,7,19,0,4G
USG00830,CUS0339,2023-08-21,5.61,176,86,0,3G
USG00831,CUS0002,2023-12-26,4.05,173,29,0,3G
USG00832,CUS0052,2023-04-12,0.31,128,47,0,5G
USG00833,CUS0352,2023-05-28,3.38,40,15,0,4G
USG00834,CUS0128,2023-05-17,2.63,50,21,0,4G
USG00835,CUS0114,2023-01-20,61.59,4934,18,0,3G
USG00836,CUS0036,2023-03-21,2.43,32,45,0,4G
USG00837,CUS0279,2023-04-09,0.84,80,18,0,4G
USG00838,CUS0196,2023-09-15,20.97,555,41,0,4G
USG00839,CUS0100,2023-02-20,21.34,529,20,0,3G
USG00840,CUS0289,2023-08-18,3.98,59,57,0,5G
USG00841,CUS0418,2023-08-31,60.59,5077,15,0,4G
USG00842,CUS0248,2023-08-12,1.63,45,48,0,4G
USG00843,CUS0358,2023-04-05,2.37,52,4,0,4G
USG00844,CUS0405,2023-02-08,6.76,185,16,0,4G
USG00845,CUS0123,2023-01-28,2.48,58,57,0,4G
USG00846,CUS0179,2023-03-29,2.8,1,37,0,4G
USG00847,CUS0209,2023-12-31,1.78,97,37,0,4G
USG00848,CUS0225,2023-08-13,0.97,82,34,0,4G
USG00849,CUS0047,2023-10-06,61.79,5011,30,0,4G
USG00850,CUS0327,2023-03-21,20.17,566,58,0,4G
USG00851,CUS0368,2023-03-01,61.58,4996,37,0,3G
USG00852,CUS0048,2023-12-10,60.64,4904,10,0,4G
USG00853,CUS0022,2023-07-01,21.37,506,23,0,4G
USG00854,CUS0303,2023-06-12,18.09,519,8,0,5G
USG00855,CUS0443,2023-10-29,6.67,137,49,0,5G
USG00856,CUS0273,2023-04-11,0.55,68,50,0,4G
USG00857,CUS0248,2023-06-22,1.87,0,36,0,4G
USG00858,CUS0262,2023-10-14,60.58,5026,12,0,4G
USG00859,CUS0318,2023-05-23,60.84,5008,37,0,4G
USG00860,CUS0258,2023-01-12,18.71,423,50,0,5G
USG00861,CUS0095,2023-01-23,61.79,4928,31,0,4G
USG00862,CUS0061,2023-11-18,0.81,11,52,0,4G
USG00863,CUS0265,2023-09-01,61.34,5126,34,0,5G
USG00864,CUS0278,2023-07-12,4.04,164,16,0,4G
USG00865,CUS0206,2023-12-29,5.61,83,41,1,4G
USG00866,CUS0248,2023-06-14,1.14,14,29,0,4G
USG00867,CUS0374,2023-08-20,16.66,475,38,0,4G
USG00868,CUS0233,2023-07-04,1.6,133,10,0,4G
USG00869,CUS0376,2023-12-01,7.83,116,6,0,4G
USG00870,CUS0402,2023-08-10,60.92,5013,26,0,4G
USG00871,CUS0326,2023-07-07,60.01,4965,39,0,4G
USG00872,CUS0281,2023-02-01,5.15,154,53,0,3G
USG00873,CUS0017,2023-08-12,1.95,1,17,0,5G
USG00874,CUS0456,2023-12-10,58.48,4920,25,0,4G
USG00875,CUS0412,2023-04-28,2.15,54,1,0,3G
USG00876,CUS0056,2023-04-06,61.39,5042,31,0,4G
USG00877,CUS0101,2023-05-19,1.36,20,68,0,4G
USG00878,CUS0365,2023-03-09,4.05,58,12,0,3G
USG00879,CUS0445,2023-08-13,8.52,160,63,0,4G
USG00880,CUS0161,2023-03-20,58.87,5027,25,0,4G
USG00881,CUS0365,2023-03-22,2.1,7,48,0,4G
USG00882,CUS0473,2023-12-12,1.04,7,41,0,4G
USG00883,CUS0019,2023-03-30,1.07,95,29,0,3G
USG00884,CUS0218,2023-04-09,6.21,161,70,0,4G
USG00885,CUS0261,2023-03-03,4.72,149,3,0,4G
USG00886,CUS0226,2023-09-19,2.3,4,27,0,5G
USG00887,CUS0131,2023-01-11,5.61,187,44,0,4G
USG00888,CUS0195,2023-01-06,3.81,50,39,0,4G
USG00889,CUS0390,2023-06-14,16.57,521,39,0,4G
USG00890,CUS0320,2023-04-07,0.8,132,16,0,5G
