bill_id,customer_id,bill_date,base_fee,overuse_charges,total_amount,paid,days_to_pay
BIL01609,CUS0394,2023-02-03,799,77.61,876.61,1,21.0
BIL01610,CUS0115,2023-05-01,50,35.85,85.85,1,18.0
BIL01611,CUS0480,2023-02-22,499,73.07,572.07,1,29.0
BIL01612,CUS0489,2023-04-09,799,76.03,875.03,1,6.0
BIL01613,CUS0383,2023-01-28,199,18.04,217.04,1,29.0
BIL01614,CUS0119,2023-06-27,499,36.88,535.88,1,17.0
BIL01615,CUS0411,2023-08-29,799,0.35,799.35,1,6.0
BIL01616,CUS0084,2023-11-01,50,18.09,68.09,0,
BIL01617,CUS0104,2023-02-08,499,66.91,565.91,1,30.0
BIL01618,CUS0150,2023-10-09,0,13.01,13.01,1,29.0
BIL01619,CUS0117,2023-11-26,799,44.86,843.86,1,29.0
BIL01620,CUS0472,2023-08-04,499,21.51,520.51,1,29.0
BIL01621,CUS0261,2023-02-24,199,2.97,201.97,1,11.0
BIL01622,CUS0221,2023-03-12,799,60.43,859.43,1,30.0
BIL01623,CUS0269,2023-05-06,50,79.66,129.66,1,20.0
BIL01624,CUS0351,2023-08-27,799,46.99,845.99,1,11.0
BIL01625,CUS0457,2023-05-06,50,18.0,68.0,1,26.0
BIL01626,CUS0397,2023-11-06,50,48.87,98.87,1,11.0
BIL01627,CUS0137,2023-06-15,50,57.58,107.58,1,25.0
BIL01628,CUS0291,2023-01-10,0,54.74,54.74,1,7.0
BIL01629,CUS0407,2023-04-09,50,34.02,84.02,0,
BIL01630,CUS0222,2023-03-30,499,65.99,564.99,1,23.0
BIL01631,CUS0048,2023-12-15,799,11.92,810.92,1,14.0
BIL01632,CUS0154,2023-01-16,499,16.87,515.87,1,30.0
BIL01633,CUS0002,2023-08-25,199,28.41,227.41,0,
BIL01634,CUS0264,2023-04-13,199,3.92,202.92,1,13.0
BIL01635,CUS0357,2023-09-20,199,19.24,218.24,0,
BIL01636,CUS0230,2023-11-11,199,22.52,221.52,1,2.0
BIL01637,CUS0227,2023-01-28,799,19.88,818.88,1,5.0
BIL01638,CUS0239,2023-05-04,199,32.55,231.55,1,30.0
BIL01639,CUS0112,2023-04-29,799,142.15,941.15,1,6.0
BIL01640,CUS0288,2023-12-12,799,26.89,825.89,1,26.0
BIL01641,CUS0351,2023-08-20,799,46.11,845.11,0,
BIL01642,CUS0197,2023-03-09,199,17.58,216.58,1,14.0
BIL01643,CUS0346,2023-09-17,499,28.6,527.6,1,3.0
BIL01644,CUS0270,2023-04-16,199,33.15,232.15,1,21.0
BIL01645,CUS0293,2023-11-17,799,75.09,874.09,0,
BIL01646,CUS0299,2023-02-23,799,15.64,814.64,1,21.0
BIL01647,CUS0333,2023-12-11,0,22.86,22.86,1,30.0
BIL01648,CUS0045,2023-10-22,799,43.13,842.13,1,9.0
BIL01649,CUS0428,2023-11-20,499,61.71,560.71,1,24.0
BIL01650,CUS0187,2023-12-06,499,8.42,507.42,1,1.0
BIL01651,CUS0348,2023-05-09,0,42.11,42.11,1,17.0
BIL01652,CUS0460,2023-08-16,0,99.83,99.83,1,29.0
BIL01653,CUS0076,2023-04-09,50,50.09,100.09,1,14.0
BIL01654,CUS0083,2023-04-05,50,1.88,51.88,1,7.0
BIL01655,CUS0245,2023-02-26,50,55.21,105.21,1,19.0
BIL01656,CUS0360,2023-06-26,799,4.76,803.76,1,6.0
BIL01657,CUS0109,2023-06-29,499,68.78,567.78,1,13.0
BIL01658,CUS0305,2023-10-10,499,28.18,527.18,1,16.0
BIL01659,CUS0060,2023-01-03,499,37.68,536.68,0,
BIL01660,CUS0423,2023-06-18,199,64.78,263.78,1,11.0
BIL01661,CUS0234,2023-09-03,0,14.94,14.94,1,11.0
BIL01662,CUS0149,2023-12-20,199,66.47,265.47,0,
BIL01663,CUS0262,2023-02-26,799,49.48,848.48,1,7.0
BIL01664,CUS0015,2023-02-08,199,34.91,233.91,1,15.0
BIL01665,CUS0407,2023-10-22,50,13.39,63.39,1,28.0
BIL01666,CUS0239,2023-02-25,199,16.76,215.76,1,24.0
BIL01667,CUS0278,2023-09-19,199,23.32,222.32,1,24.0
BIL01668,CUS0031,2023-04-29,199,36.01,235.01,1,15.0
BIL01669,CUS0289,2023-06-05,0,34.61,34.61,1,12.0
BIL01670,CUS0457,2023-10-19,50,39.35,89.35,0,
BIL01671,CUS0246,2023-03-28,50,40.93,90.93,1,22.0
BIL01672,CUS0359,2023-05-21,0,16.92,16.92,1,16.0
BIL01673,CUS0397,2023-04-20,50,21.37,71.37,1,7.0
BIL01674,CUS0248,2023-06-07,0,47.14,47.14,1,24.0
BIL01675,CUS0188,2023-03-20,499,22.41,521.41,1,14.0
BIL01676,CUS0176,2023-04-10,799,8.1,807.1,1,1.0
BIL01677,CUS0244,2023-05-05,199,6.18,205.18,0,
BIL01678,CUS0227,2023-08-25,799,11.41,810.41,1,16.0
BIL01679,CUS0181,2023-03-09,799,33.33,832.33,1,23.0
BIL01680,CUS0491,2023-01-25,0,16.58,16.58,1,19.0
BIL01681,CUS0421,2023-03-22,199,3.89,202.89,1,5.0
BIL01682,CUS0035,2023-06-06,50,27.38,77.38,1,5.0
BIL01683,CUS0375,2023-05-27,799,45.4,844.4,1,18.0
BIL01684,CUS0071,2023-07-09,799,54.08,853.08,0,
BIL01685,CUS0293,2023-06-05,799,30.34,829.34,1,9.0
BIL01686,CUS0424,2023-12-22,0,83.7,83.7,1,24.0
BIL01687,CUS0002,2023-02-03,199,23.14,222.14,1,16.0
BIL01688,CUS0071,2023-04-27,799,30.95,829.95,1,21.0
BIL01689,CUS0334,2023-10-04,499,0.11,499.11,1,20.0
BIL01690,CUS0488,2023-02-28,499,118.05,617.05,0,
BIL01691,CUS0127,2023-10-01,499,33.13,532.13,0,
BIL01692,CUS0244,2023-02-25,199,29.16,228.16,1,25.0
BIL01693,CUS0063,2023-06-11,0,6.68,6.68,1,18.0
BIL01694,CUS0279,2023-03-15,0,55.78,55.78,1,3.0
BIL01695,CUS0110,2023-05-10,499,29.77,528.77,1,24.0
BIL01696,CUS0390,2023-02-13,499,66.8,565.8,1,15.0
BIL01697,CUS0072,2023-09-18,199,44.3,243.3,1,6.0
BIL01698,CUS0224,2023-02-21,0,80.33,80.33,1,26.0
BIL01699,CUS0253,2023-12-08,799,77.57,876.57,1,24.0
BIL01700,CUS0008,2023-10-14,799,9.67,808.67,1,23.0
BIL01701,CUS0450,2023-04-18,499,8.17,507.17,1,3.0
BIL01702,CUS0078,2023-04-14,199,61.28,260.28,1,30.0
BIL01703,CUS0360,2023-02-18,799,21.07,820.07,0,
BIL01704,CUS0046,2023-11-17,199,55.22,254.22,1,20.0
BIL01705,CUS0396,2023-04-10,499,33.73,532.73,0,
BIL01706,CUS0230,2023-11-28,199,65.68,264.68,1,27.0
BIL01707,CUS0315,2023-04-21,799,38.62,837.62,1,2.0
BIL01708,CUS0373,2023-01-05,199,69.02,268.02,1,30.0
BIL01709,CUS0494,2023-05-01,799,20.09,819.09,1,5.0
BIL01710,CUS0393,2023-03-23,199,45.22,244.22,1,3.0
BIL01711,CUS0455,2023-02-18,499,13.66,512.66,0,
BIL01712,CUS0123,2023-07-19,0,58.85,58.85,1,2.0
BIL01713,CUS0016,2023-08-25,799,20.58,819.58,1,26.0
BIL01714,CUS0230,2023-08-13,199,9.04,208.04,1,22.0
BIL01715,CUS0310,2023-04-15,499,5.88,504.88,1,16.0
BIL01716,CUS0319,2023-11-07,0,19.45,19.45,1,14.0
BIL01717,CUS0470,2023-08-22,50,95.81,145.81,1,17.0
BIL01718,CUS0188,2023-06-22,499,29.77,528.77,1,20.0
BIL01719,CUS0380,2023-08-12,199,57.82,256.82,1,10.0
BIL01720,CUS0107,2023-08-27,799,24.64,823.64,1,2.0
BIL01721,CUS0216,2023-09-08,0,29.56,29.56,1,17.0
BIL01722,CUS0261,2023-07-25,199,43.87,242.87,1,10.0
BIL01723,CUS0097,2023-03-10,199,53.82,252.82,1,22.0
BIL01724,CUS0033,2023-08-13,0,1.29,1.29,1,19.0
BIL01725,CUS0052,2023-12-10,0,5.73,5.73,1,21.0
BIL01726,CUS0158,2023-07-14,199,22.3,221.3,1,8.0
BIL01727,CUS0306,2023-06-23,0,48.58,48.58,1,30.0
BIL01728,CUS0109,2023-01-06,499,68.59,567.59,1,26.0
BIL01729,CUS0149,2023-01-14,199,64.49,263.49,1,3.0
BIL01730,CUS0204,2023-07-11,199,29.65,228.65,1,7.0
BIL01731,CUS0315,2023-01-16,799,13.55,812.55,0,
BIL01732,CUS0043,2023-09-02,50,20.76,70.76,1,5.0
BIL01733,CUS0031,2023-01-05,199,32.28,231.28,1,15.0
BIL01734,CUS0429,2023-09-13,499,8.1,507.1,1,4.0
BIL01735,CUS0301,2023-05-20,499,22.53,521.53,1,4.0
BIL01736,CUS0234,2023-01-20,0,26.44,26.44,1,4.0
BIL01737,CUS0153,2023-05-16,199,51.94,250.94,1,24.0
BIL01738,CUS0178,2023-09-19,50,21.93,71.93,1,22.0
BIL01739,CUS0197,2023-08-18,199,6.28,205.28,0,
BIL01740,CUS0350,2023-01-19,50,72.97,122.97,1,15.0
BIL01741,CUS0315,2023-08-08,799,2.74,801.74,1,23.0
BIL01742,CUS0391,2023-08-19,799,136.03,935.03,1,10.0
BIL01743,CUS0195,2023-12-16,50,24.11,74.11,0,
BIL01744,CUS0472,2023-08-31,499,10.07,509.07,1,26.0
BIL01745,CUS0339,2023-02-05,199,46.65,245.65,1,17.0
BIL01746,CUS0405,2023-09-17,199,7.83,206.83,1,5.0
BIL01747,CUS0352,2023-05-31,50,65.19,115.19,1,17.0
BIL01748,CUS0264,2023-09-15,199,31.34,230.34,1,9.0
BIL01749,CUS0431,2023-12-03,799,51.27,850.27,1,6.0
BIL01750,CUS0105,2023-02-04,199,122.8,321.8,1,14.0
BIL01751,CUS0164,2023-10-19,199,37.93,236.93,1,24.0
BIL01752,CUS0094,2023-09-01,499,29.32,528.32,1,30.0
BIL01753,CUS0096,2023-09-11,199,18.09,217.09,0,
BIL01754,CUS0010,2023-07-02,50,21.96,71.96,1,30.0
BIL01755,CUS0464,2023-02-26,199,6.94,205.94,1,7.0
BIL01756,CUS0091,2023-03-17,50,23.33,73.33,1,16.0
BIL01757,CUS0353,2023-06-11,199,21.69,220.69,1,1.0
BIL01758,CUS0427,2023-04-19,50,74.27,124.27,1,28.0
BIL01759,CUS0403,2023-09-24,499,67.2,566.2,1,7.0
BIL01760,CUS0162,2023-09-01,499,37.54,536.54,0,
BIL01761,CUS0118,2023-09-27,0,59.15,59.15,1,12.0
BIL01762,CUS0405,2023-03-05,199,53.8,252.8,1,10.0
BIL01763,CUS0190,2023-08-12,799,6.54,805.54,1,26.0
BIL01764,CUS0119,2023-05-10,499,19.63,518.63,1,2.0
BIL01765,CUS0325,2023-09-14,799,4.08,803.08,1,15.0
BIL01766,CUS0321,2023-03-03,499,81.92,580.92,1,11.0
BIL01767,CUS0119,2023-07-16,499,47.59,546.59,1,11.0
BIL01768,CUS0157,2023-07-08,799,19.55,818.55,1,11.0
BIL01769,CUS0441,2023-08-28,50,122.2,172.2,1,29.0
BIL01770,CUS0030,2023-02-25,499,32.88,531.88,1,22.0
BIL01771,CUS0041,2023-01-14,199,40.67,239.67,1,4.0
BIL01772,CUS0169,2023-11-08,499,54.88,553.88,1,2.0
BIL01773,CUS0333,2023-05-05,0,83.42,83.42,1,12.0
BIL01774,CUS0243,2023-06-20,499,20.42,519.42,1,5.0
BIL01775,CUS0468,2023-01-23,199,65.42,264.42,0,
BIL01776,CUS0153,2023-09-27,199,28.88,227.88,1,27.0
BIL01777,CUS0168,2023-06-30,0,53.03,53.03,1,28.0
BIL01778,CUS0472,2023-08-10,499,56.08,555.08,1,28.0
BIL01779,CUS0348,2023-03-16,0,33.3,33.3,0,
BIL01780,CUS0222,2023-02-23,499,36.96,535.96,0,
BIL01781,CUS0131,2023-09-09,199,55.1,254.1,1,27.0
BIL01782,CUS0095,2023-04-12,799,18.92,817.92,1,23.0
BIL01783,CUS0145,2023-05-10,799,17.91,816.91,1,27.0
BIL01784,CUS0130,2023-08-26,499,5.62,504.62,1,11.0
BIL01785,CUS0338,2023-08-07,50,8.32,58.32,1,23.0
BIL01786,CUS0460,2023-04-01,0,8.34,8.34,1,4.0
BIL01787,CUS0090,2023-06-12,499,19.47,518.47,1,25.0
BIL01788,CUS0145,2023-09-08,799,16.92,815.92,1,22.0
BIL01789,CUS0233,2023-02-20,0,18.79,18.79,0,
BIL01790,CUS0418,2023-09-17,799,1.22,800.22,1,15.0
BIL01791,CUS0052,2023-07-07,0,2.36,2.36,0,
BIL01792,CUS0061,2023-07-30,0,62.57,62.57,1,25.0
BIL01793,CUS0398,2023-11-19,199,55.31,254.31,1,23.0
BIL01794,CUS0423,2023-09-02,199,57.47,256.47,1,19.0
BIL01795,CUS0216,2023-05-18,0,1.33,1.33,1,14.0
BIL01796,CUS0004,2023-11-07,799,10.8,809.8,1,27.0
BIL01797,CUS0223,2023-12-03,799,47.74,846.74,1,23.0
BIL01798,CUS0216,2023-10-01,0,27.86,27.86,1,8.0
BIL01799,CUS0349,2023-08-28,799,21.28,820.28,1,22.0
BIL01800,CUS0309,2023-07-19,50,96.41,146.41,1,25.0
BIL01801,CUS0041,2023-04-18,199,51.58,250.58,1,26.0
BIL01802,CUS0030,2023-10-02,499,34.78,533.78,1,8.0
BIL01803,CUS0289,2023-11-04,0,22.19,22.19,0,
BIL01804,CUS0070,2023-12-21,199,37.94,236.94,1,28.0
BIL01805,CUS0377,2023-01-14,0,8.69,8.69,1,14.0
BIL01806,CUS0249,2023-04-30,199,21.77,220.77,1,4.0
BIL01807,CUS0443,2023-09-18,50,21.18,71.18,1,27.0
BIL01808,CUS0188,2023-10-15,499,40.72,539.72,1,28.0
BIL01809,CUS0119,2023-07-22,499,3.16,502.16,1,10.0
BIL01810,CUS0266,2023-02-14,50,20.23,70.23,1,3.0
BIL01811,CUS0411,2023-07-16,799,25.32,824.32,0,
BIL01812,CUS0163,2023-01-31,0,10.21,10.21,1,13.0
BIL01813,CUS0151,2023-12-23,499,2.6,501.6,1,9.0
BIL01814,CUS0387,2023-12-26,0,16.74,16.74,1,8.0
BIL01815,CUS0041,2023-03-10,199,57.58,256.58,1,17.0
BIL01816,CUS0238,2023-09-24,0,40.02,40.02,1,1.0
BIL01817,CUS0076,2023-07-11,50,70.04,120.04,1,18.0
BIL01818,CUS0014,2023-11-29,199,7.62,206.62,1,20.0
BIL01819,CUS0003,2023-05-14,499,14.34,513.34,0,
BIL01820,CUS0167,2023-07-31,0,51.08,51.08,1,15.0
BIL01821,CUS0316,2023-07-01,799,55.6,854.6,1,20.0
BIL01822,CUS0088,2023-11-22,0,69.8,69.8,1,29.0
BIL01823,CUS0417,2023-12-14,0,62.77,62.77,1,19.0
BIL01824,CUS0301,2023-01-27,499,46.22,545.22,1,21.0
BIL01825,CUS0334,2023-02-09,499,75.74,574.74,1,12.0
BIL01826,CUS0107,2023-02-14,799,38.42,837.42,1,6.0
BIL01827,CUS0465,2023-08-26,0,78.11,78.11,1,21.0
BIL01828,CUS0460,2023-09-06,0,53.0,53.0,1,2.0
BIL01829,CUS0206,2023-06-01,50,3.65,53.65,1,20.0
BIL01830,CUS0315,2023-12-30,799,67.6,866.6,1,30.0
BIL01831,CUS0386,2023-06-01,0,27.35,27.35,1,30.0
BIL01832,CUS0425,2023-06-30,499,61.7,560.7,0,
BIL01833,CUS0343,2023-01-30,499,39.28,538.28,1,28.0
BIL01834,CUS0391,2023-01-19,799,42.3,841.3,1,10.0
BIL01835,CUS0040,2023-09-19,0,5.08,5.08,1,25.0
BIL01836,CUS0141,2023-11-12,499,90.21,589.21,1,25.0
BIL01837,CUS0300,2023-11-04,0,25.13,25.13,1,1.0
BIL01838,CUS0131,2023-09-14,199,38.58,237.58,0,
BIL01839,CUS0243,2023-03-18,499,9.68,508.68,1,27.0
BIL01840,CUS0089,2023-11-27,50,81.87,131.87,1,20.0
BIL01841,CUS0165,2023-09-22,0,49.34,49.34,1,29.0
BIL01842,CUS0278,2023-12-03,199,66.89,265.89,1,7.0
BIL01843,CUS0024,2023-07-10,799,9.18,808.18,1,28.0
BIL01844,CUS0458,2023-03-13,0,36.53,36.53,1,20.0
BIL01845,CUS0326,2023-06-02,799,95.24,894.24,1,8.0
BIL01846,CUS0173,2023-01-22,50,23.27,73.27,1,2.0
BIL01847,CUS0330,2023-02-05,0,20.16,20.16,0,
BIL01848,CUS0067,2023-08-27,0,88.38,88.38,1,30.0
BIL01849,CUS0024,2023-03-27,799,92.47,891.47,1,18.0
BIL01850,CUS0360,2023-11-13,799,25.98,824.98,1,22.0
BIL01851,CUS0194,2023-02-17,799,23.23,822.23,1,13.0
BIL01852,CUS0158,2023-02-15,199,39.28,238.28,1,2.0
BIL01853,CUS0327,2023-07-12,499,31.57,530.57,1,24.0
BIL01854,CUS0457,2023-04-30,50,9.09,59.09,0,
BIL01855,CUS0227,2023-09-29,799,40.58,839.58,1,14.0
BIL01856,CUS0109,2023-01-12,499,76.85,575.85,1,18.0
BIL01857,CUS0212,2023-01-12,799,45.96,844.96,1,27.0
BIL01858,CUS0017,2023-04-22,0,73.67,73.67,1,3.0
BIL01859,CUS0350,2023-04-29,50,35.23,85.23,1,13.0
BIL01860,CUS0299,2023-07-16,799,46.61,845.61,1,29.0
BIL01861,CUS0117,2023-03-14,799,34.43,833.43,1,21.0
BIL01862,CUS0261,2023-10-10,199,10.73,209.73,1,3.0
BIL01863,CUS0110,2023-03-13,499,5.02,504.02,0,
BIL01864,CUS0470,2023-05-11,50,4.1,54.1,1,19.0
BIL01865,CUS0163,2023-12-11,0,25.11,25.11,1,18.0
BIL01866,CUS0299,2023-03-16,799,9.64,808.64,1,27.0
BIL01867,CUS0083,2023-05-07,50,2.92,52.92,0,
BIL01868,CUS0139,2023-08-02,0,48.43,48.43,1,16.0
BIL01869,CUS0030,2023-05-03,499,61.59,560.59,1,6.0
BIL01870,CUS0422,2023-10-20,50,38.02,88.02,0,
BIL01871,CUS0269,2023-04-20,50,8.08,58.08,1,12.0
BIL01872,CUS0159,2023-12-05,50,3.38,53.38,1,6.0
BIL01873,CUS0333,2023-04-25,0,12.32,12.32,0,
BIL01874,CUS0493,2023-03-16,199,57.08,256.08,1,27.0
BIL01875,CUS0347,2023-03-28,199,33.24,232.24,1,20.0
BIL01876,CUS0371,2023-01-26,799,14.17,813.17,1,11.0
BIL01877,CUS0385,2023-04-09,199,102.4,301.4,1,17.0
BIL01878,CUS0361,2023-02-13,799,12.83,811.83,1,8.0
BIL01879,CUS0026,2023-11-05,50,120.69,170.69,1,8.0
BIL01880,CUS0093,2023-08-18,0,32.77,32.77,0,
BIL01881,CUS0416,2023-07-11,799,33.13,832.13,0,
BIL01882,CUS0343,2023-01-16,499,8.49,507.49,1,8.0
BIL01883,CUS0196,2023-11-12,499,27.58,526.58,1,4.0
BIL01884,CUS0257,2023-08-26,799,54.97,853.97,1,14.0
BIL01885,CUS0393,2023-11-16,199,3.31,202.31,0,
BIL01886,CUS0234,2023-04-17,0,27.08,27.08,1,16.0
BIL01887,CUS0282,2023-03-19,499,26.14,525.14,1,14.0
BIL01888,CUS0424,2023-08-07,0,36.31,36.31,1,10.0
BIL01889,CUS0318,2023-11-15,799,11.49,810.49,1,28.0
BIL01890,CUS0183,2023-01-08,199,23.44,222.44,1,2.0
BIL01891,CUS0483,2023-03-11,799,62.12,861.12,1,20.0
BIL01892,CUS0114,2023-02-10,799,25.45,824.45,0,
BIL01893,CUS0263,2023-10-09,499,40.27,539.27,1,1.0
BIL01894,CUS0446,2023-10-08,0,0.26,0.26,1,21.0
BIL01895,CUS0123,2023-11-20,0,39.19,39.19,0,
BIL01896,CUS0139,2023-12-11,0,73.54,73.54,1,1.0
BIL01897,CUS0404,2023-07-05,799,21.52,820.52,1,14.0
BIL01898,CUS0262,2023-11-12,799,15.02,814.02,1,24.0
BIL01899,CUS0223,2023-11-06,799,49.36,848.36,1,24.0
BIL01900,CUS0045,2023-08-29,799,10.17,809.17,1,1.0
BIL01901,CUS0175,2023-01-14,0,1.85,1.85,1,20.0
BIL01902,CUS0207,2023-12-26,50,28.61,78.61,1,27.0
BIL01903,CUS0434,2023-09-02,0,17.17,17.17,1,25.0
BIL01904,CUS0155,2023-02-19,499,71.69,570.69,1,1.0
BIL01905,CUS0231,2023-05-22,0,76.0,76.0,1,24.0
BIL01906,CUS0135,2023-03-30,499,41.95,540.95,1,26.0
BIL01907,CUS0029,2023-02-18,199,107.55,306.55,1,25.0
BIL01908,CUS0497,2023-08-30,199,40.15,239.15,1,25.0
BIL01909,CUS0151,2023-04-17,499,85.93,584.93,1,27.0
BIL01910,CUS0286,2023-09-15,799,19.11,818.11,1,30.0
BIL01911,CUS0297,2023-04-14,799,39.03,838.03,1,1.0
BIL01912,CUS0095,2023-06-13,799,42.28,841.28,1,10.0
BIL01913,CUS0269,2023-07-24,50,21.74,71.74,1,18.0
BIL01914,CUS0389,2023-11-24,50,28.73,78.73,1,16.0
BIL01915,CUS0499,2023-06-15,499,61.13,560.13,1,9.0
BIL01916,CUS0429,2023-02-22,499,11.58,510.58,0,
BIL01917,CUS0287,2023-02-09,799,44.5,843.5,1,23.0
BIL01918,CUS0379,2023-12-21,0,1.33,1.33,0,
BIL01919,CUS0172,2023-07-22,499,9.88,508.88,1,8.0
BIL01920,CUS0423,2023-04-06,199,71.43,270.43,1,10.0
BIL01921,CUS0202,2023-12-25,50,3.88,53.88,1,8.0
BIL01922,CUS0087,2023-05-29,499,20.79,519.79,1,16.0
BIL01923,CUS0025,2023-07-04,499,12.57,511.57,1,7.0
BIL01924,CUS0198,2023-09-11,799,39.04,838.04,0,
BIL01925,CUS0338,2023-09-06,50,46.25,96.25,1,30.0
BIL01926,CUS0248,2023-04-26,0,118.96,118.96,0,
BIL01927,CUS0062,2023-11-11,0,5.44,5.44,1,3.0
BIL01928,CUS0241,2023-07-17,799,51.18,850.18,1,9.0
BIL01929,CUS0428,2023-09-08,499,71.53,570.53,1,5.0
BIL01930,CUS0202,2023-08-27,50,18.03,68.03,1,12.0
BIL01931,CUS0418,2023-03-08,799,15.87,814.87,1,24.0
BIL01932,CUS0209,2023-12-12,50,8.11,58.11,1,13.0
BIL01933,CUS0271,2023-03-02,199,55.13,254.13,1,26.0
BIL01934,CUS0220,2023-03-27,499,16.86,515.86,1,14.0
BIL01935,CUS0292,2023-06-27,799,35.73,834.73,0,
BIL01936,CUS0494,2023-02-25,799,43.51,842.51,1,29.0
BIL01937,CUS0214,2023-12-18,799,38.28,837.28,1,22.0
BIL01938,CUS0485,2023-11-24,0,83.77,83.77,0,
BIL01939,CUS0058,2023-02-09,0,74.85,74.85,1,7.0
BIL01940,CUS0074,2023-03-01,499,45.6,544.6,1,20.0
BIL01941,CUS0224,2023-06-12,0,13.34,13.34,1,21.0
BIL01942,CUS0461,2023-08-16,50,47.54,97.54,1,21.0
BIL01943,CUS0383,2023-02-18,199,12.34,211.34,1,19.0
BIL01944,CUS0297,2023-11-06,799,29.47,828.47,1,2.0
BIL01945,CUS0325,2023-01-05,799,44.7,843.7,1,29.0
BIL01946,CUS0165,2023-09-29,0,56.01,56.01,1,20.0
BIL01947,CUS0360,2023-05-23,799,35.8,834.8,1,19.0
BIL01948,CUS0081,2023-01-04,50,78.73,128.73,1,10.0
BIL01949,CUS0374,2023-04-25,499,1.96,500.96,1,11.0
BIL01950,CUS0459,2023-11-13,0,61.63,61.63,1,16.0
BIL01951,CUS0182,2023-08-08,50,77.23,127.23,1,8.0
BIL01952,CUS0466,2023-08-03,799,32.94,831.94,1,27.0
BIL01953,CUS0257,2023-11-10,799,58.33,857.33,1,26.0
BIL01954,CUS0004,2023-12-27,799,34.16,833.16,1,2.0
BIL01955,CUS0374,2023-05-25,499,0.64,499.64,1,1.0
BIL01956,CUS0030,2023-09-28,499,49.79,548.79,1,7.0
BIL01957,CUS0246,2023-02-01,50,80.41,130.41,1,15.0
BIL01958,CUS0348,2023-04-03,0,44.92,44.92,1,10.0
BIL01959,CUS0063,2023-07-31,0,47.51,47.51,1,23.0
BIL01960,CUS0094,2023-09-19,499,8.7,507.7,0,
BIL01961,CUS0491,2023-12-06,0,29.93,29.93,1,21.0
BIL01962,CUS0021,2023-11-27,50,0.06,50.06,1,24.0
BIL01963,CUS0395,2023-03-11,499,20.94,519.94,1,25.0
BIL01964,CUS0085,2023-02-21,799,28.86,827.86,1,25.0
BIL01965,CUS0336,2023-07-08,199,26.62,225.62,1,24.0
BIL01966,CUS0299,2023-01-10,799,36.08,835.08,1,20.0
BIL01967,CUS0054,2023-04-14,799,67.33,866.33,1,4.0
BIL01968,CUS0356,2023-11-09,499,22.29,521.29,1,9.0
BIL01969,CUS0448,2023-04-08,799,5.55,804.55,1,12.0
BIL01970,CUS0461,2023-02-14,50,70.55,120.55,0,
BIL01971,CUS0033,2023-04-06,0,33.32,33.32,0,
BIL01972,CUS0267,2023-06-17,499,10.0,509.0,1,21.0
BIL01973,CUS0406,2023-05-05,799,15.28,814.28,1,24.0
BIL01974,CUS0334,2023-09-10,499,31.29,530.29,1,5.0
BIL01975,CUS0091,2023-09-16,50,28.42,78.42,1,10.0
BIL01976,CUS0011,2023-03-10,199,12.45,211.45,1,12.0
BIL01977,CUS0212,2023-12-18,799,43.9,842.9,0,
BIL01978,CUS0110,2023-08-16,499,24.39,523.39,1,19.0
BIL01979,CUS0494,2023-11-30,799,1.83,800.83,1,4.0
BIL01980,CUS0342,2023-02-17,499,25.53,524.53,0,
BIL01981,CUS0315,2023-09-23,799,22.77,821.77,1,30.0
BIL01982,CUS0260,2023-11-09,50,22.33,72.33,1,16.0
BIL01983,CUS0237,2023-08-16,50,97.77,147.77,1,11.0
BIL01984,CUS0320,2023-08-30,50,11.86,61.86,1,19.0
BIL01985,CUS0191,2023-06-27,0,29.46,29.46,1,22.0
BIL01986,CUS0276,2023-10-13,799,22.3,821.3,1,13.0
BIL01987,CUS0433,2023-02-19,0,3.77,3.77,1,6.0
BIL01988,CUS0159,2023-02-03,50,9.24,59.24,0,
BIL01989,CUS0155,2023-04-21,499,55.12,554.12,1,25.0
BIL01990,CUS0012,2023-01-31,499,15.98,514.98,1,4.0
BIL01991,CUS0314,2023-06-09,499,2.7,501.7,1,20.0
BIL01992,CUS0255,2023-06-01,199,28.19,227.19,1,1.0
BIL01993,CUS0172,2023-08-17,499,10.09,509.09,1,22.0
BIL01994,CUS0378,2023-09-15,799,49.04,848.04,1,24.0
BIL01995,CUS0387,2023-07-14,0,57.65,57.65,1,1.0
BIL01996,CUS0448,2023-09-16,799,65.86,864.86,1,6.0
BIL01997,CUS0215,2023-06-06,499,8.17,507.17,1,18.0
BIL01998,CUS0218,2023-08-06,199,50.58,249.58,1,6.0
BIL01999,CUS0047,2023-04-11,799,6.52,805.52,1,21.0
